5	11.272
6	14.733
7	18.401
8	22.056
9	25.314
10	29.101
11	33.591
12	38.141
13	41.246
14	46.21
15	49.034
16	54.334
17	57.227
18	63.596
19	68.169
20	73.139
21	76.587
22	80.52
23	84.705
24	89.603
25	94.55
26	98.612
27	103.571
28	110.713
29	114.234
30	118.414
31	127.55
32	129.058
33	135.322
34	141.11
35	145.626
36	152.311
37	155.471
38	159.858
39	165.481
40	170.861
41	174.488
42	182.625
43	190.282
44	191.218
45	198.164
46	199.474
47	205.513
48	216.725
49	218.668
50	229.245
51	233.681
52	236.291
53	239.361
54	248.384
55	250.806
56	258.293
57	264.86
58	268.064
59	273.855
60	281.435
61	287.22
62	296.402
63	300.843
64	305.327
65	309.13
66	313.445
67	320.388
68	321.895
69	333.564
70	339.815
71	346.352
72	352.086
73	354.719
74	363.498
75	366.301
76	371.147
77	380.973
78	385.069
79	387.552
80	404.132
81	399.839
82	407.202
83	407.791
84	414.504
85	425.669
86	435.27
87	440.903
88	450.841
89	451.372
90	458.393
91	461.966
92	472.235
93	478.458
94	482.569
95	491.114
96	496.186
97	500.879
98	499.364
99	511.568
100	511.98
101	525.348
102	531.338
103	533.564
104	536.779
105	542.185
106	558.124
107	552.522
108	567.685
109	572.158
110	581.164
111	587.306
112	599.701
113	596.134
114	606.294
115	606.396
116	621.984
117	617.857
118	623.909
119	629.505
120	646.764
121	650.03
122	655.28
123	662.546
124	672.114
